page_id,product,terminal,level,parent_id,title,route,primary_role,purpose,components,primary_actions,states,api_domains,priority,acceptance,is_leaf
PAGE-073,乐趣宝,PC与移动H5,4,PAGE-071,套餐权益,/bao/page-073,按页面权限,完成“套餐权益”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-074,乐趣宝,PC与移动H5,3,PAGE-047,AI客服开通,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-075,乐趣宝,PC与移动H5,4,PAGE-074,知识初始化,/bao/page-075,商户管理员,完成“知识初始化”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-076,乐趣宝,PC与移动H5,4,PAGE-074,上线测试,/bao/page-076,按页面权限,完成“上线测试”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-077,乐趣宝,PC与移动H5,2,,门店经营,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-078,乐趣宝,PC与移动H5,3,PAGE-077,经营总览,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-079,乐趣宝,PC与移动H5,4,PAGE-078,今日经营,/bao/page-079,按页面权限,完成“今日经营”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-080,乐趣宝,PC与移动H5,3,PAGE-077,资料与知识,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-081,乐趣宝,PC与移动H5,4,PAGE-080,资料对话,/bao/page-081,按页面权限,完成“资料对话”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-082,乐趣宝,PC与移动H5,4,PAGE-080,AI整理结果,/bao/page-082,按页面权限,完成“AI整理结果”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-083,乐趣宝,PC与移动H5,4,PAGE-080,待确认变更,/bao/page-083,按页面权限,完成“待确认变更”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-084,乐趣宝,PC与移动H5,4,PAGE-080,发布影响,/bao/page-084,按页面权限,完成“发布影响”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-085,乐趣宝,PC与移动H5,3,PAGE-077,商品与团购,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-086,乐趣宝,PC与移动H5,4,PAGE-085,商品管理,/bao/page-086,按页面权限,完成“商品管理”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-087,乐趣宝,PC与移动H5,4,PAGE-085,团购管理,/bao/page-087,按页面权限,完成“团购管理”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-088,乐趣宝,PC与移动H5,4,PAGE-085,活动发布确认,/bao/page-088,按页面权限,完成“活动发布确认”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-089,乐趣宝,PC与移动H5,3,PAGE-077,订单履约,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-090,乐趣宝,PC与移动H5,4,PAGE-089,订单列表,/bao/page-090,按页面权限,完成“订单列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-091,乐趣宝,PC与移动H5,4,PAGE-089,订单详情,/bao/page-091,按页面权限,完成“订单详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-092,乐趣宝,PC与移动H5,5,PAGE-091,售后记录,/bao/page-092,按页面权限,完成“售后记录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-093,乐趣宝,PC与移动H5,6,PAGE-092,部分退款详情,/bao/page-093,按页面权限,完成“部分退款详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-094,乐趣宝,PC与移动H5,4,PAGE-089,核销工作台,/bao/page-094,按页面权限,完成“核销工作台”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-095,乐趣宝,PC与移动H5,4,PAGE-089,退款与售后,/bao/page-095,按页面权限,完成“退款与售后”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-096,乐趣宝,PC与移动H5,4,PAGE-089,每日对账,/bao/page-096,财务或审计角色,完成“每日对账”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-097,乐趣宝,PC与移动H5,2,,AI客服与客户,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-098,乐趣宝,PC与移动H5,3,PAGE-097,客服工作台,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-099,乐趣宝,PC与移动H5,4,PAGE-098,会话队列,/bao/page-099,客服与店长,完成“会话队列”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-100,乐趣宝,PC与移动H5,4,PAGE-098,会话详情,/bao/page-100,客服;店长,人工接管后回复顾客，AI停止对外自动回复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,认领;回复;转派;交还AI,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service-message;assignment,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-101,乐趣宝,PC与移动H5,5,PAGE-100,订单上下文,/bao/page-101,按页面权限,完成“订单上下文”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-102,乐趣宝,PC与移动H5,6,PAGE-101,退款审批,/bao/page-102,按页面权限,完成“退款审批”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-103,乐趣宝,PC与移动H5,4,PAGE-098,值班与分配,/bao/page-103,按页面权限,完成“值班与分配”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-104,乐趣宝,PC与移动H5,3,PAGE-097,客户档案,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-105,乐趣宝,PC与移动H5,4,PAGE-104,客户列表,/bao/page-105,按页面权限,完成“客户列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-106,乐趣宝,PC与移动H5,4,PAGE-104,持续客户档案,/bao/page-106,店长;客服,查看本商户内的事实、服务记录和有来源的偏好摘要,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,更正;删除申请;创建服务任务,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,customer;memory;privacy,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-107,乐趣宝,PC与移动H5,4,PAGE-104,客户分组与任务,/bao/page-107,按页面权限,完成“客户分组与任务”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-108,乐趣宝,PC与移动H5,3,PAGE-097,知识与质检,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-109,乐趣宝,PC与移动H5,4,PAGE-108,知识库,/bao/page-109,商户管理员,完成“知识库”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-110,乐趣宝,PC与移动H5,4,PAGE-108,客服质检,/bao/page-110,客服与店长,完成“客服质检”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-111,乐趣宝,PC与移动H5,3,PAGE-097,企业微信连接,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-112,乐趣宝,PC与移动H5,4,PAGE-111,组织授权,/bao/page-112,商户管理员,完成“组织授权”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-113,乐趣宝,PC与移动H5,4,PAGE-111,连接健康,/bao/page-113,按页面权限,完成“连接健康”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-114,乐趣宝,PC与移动H5,2,,会员与奖励,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-115,乐趣宝,PC与移动H5,3,PAGE-114,会员管理,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-116,乐趣宝,PC与移动H5,4,PAGE-115,会员列表,/bao/page-116,按页面权限,完成“会员列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-117,乐趣宝,PC与移动H5,3,PAGE-114,消费奖励,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-118,乐趣宝,PC与移动H5,4,PAGE-117,奖励规则,/bao/page-118,按页面权限,完成“奖励规则”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-119,乐趣宝,PC与移动H5,4,PAGE-117,奖励流水,/bao/page-119,商户财务,逐笔查看奖励生成、使用、过期与退款冲正,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查询;对账;申请导出,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,reward-ledger,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-120,乐趣宝,PC与移动H5,2,,经营分析,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-121,乐趣宝,PC与移动H5,3,PAGE-120,价值报告,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-122,乐趣宝,PC与移动H5,4,PAGE-121,月度价值报告,/bao/page-122,商户老板;商务只读,展示可核对的接待、成交、交付、健康和额度数据,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,分享;下载;查看统计口径,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,analytics;report,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-123,乐趣宝,PC与移动H5,3,PAGE-120,经营分析,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-124,乐趣宝,PC与移动H5,4,PAGE-123,销售与核销,/bao/page-124,按页面权限,完成“销售与核销”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,order;payment;fulfillment;aftersale,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-125,乐趣宝,PC与移动H5,4,PAGE-123,客服与转化,/bao/page-125,客服与店长,完成“客服与转化”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,service;customer;knowledge,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-126,乐趣宝,PC与移动H5,4,PAGE-123,GEO健康,/bao/page-126,按页面权限,完成“GEO健康”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,geo;merchant-master,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-127,乐趣宝,PC与移动H5,2,,插件与技能,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-128,乐趣宝,PC与移动H5,3,PAGE-127,插件中心,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-129,乐趣宝,PC与移动H5,4,PAGE-128,插件目录,/bao/page-129,商户管理员,完成“插件目录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-130,乐趣宝,PC与移动H5,4,PAGE-128,插件详情,/bao/page-130,商户管理员,完成“插件详情”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-131,乐趣宝,PC与移动H5,3,PAGE-127,技能中心,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-132,乐趣宝,PC与移动H5,4,PAGE-131,技能目录,/bao/page-132,按页面权限,完成“技能目录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-133,乐趣宝,PC与移动H5,3,PAGE-127,开发者提交,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-134,乐趣宝,PC与移动H5,4,PAGE-133,提交审核,/bao/page-134,按页面权限,完成“提交审核”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,miniapp;wechat-open;release,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-135,乐趣宝,PC与移动H5,2,,套餐与设置,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-136,乐趣宝,PC与移动H5,3,PAGE-135,套餐用量,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-137,乐趣宝,PC与移动H5,4,PAGE-136,当前套餐,/bao/page-137,按页面权限,完成“当前套餐”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-138,乐趣宝,PC与移动H5,4,PAGE-136,AI服务用量,/bao/page-138,按页面权限,完成“AI服务用量”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,subscription;entitlement;usage;revenue-share,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-139,乐趣宝,PC与移动H5,3,PAGE-135,组织权限,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-140,乐趣宝,PC与移动H5,4,PAGE-139,员工与角色,/bao/page-140,商户管理员,完成“员工与角色”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-141,乐趣宝,PC与移动H5,4,PAGE-139,审计记录,/bao/page-141,财务或审计角色,完成“审计记录”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-142,乐趣宝,PC与移动H5,3,PAGE-135,数据与隐私,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-143,乐趣宝,PC与移动H5,4,PAGE-142,数据导出与删除,/bao/page-143,按页面权限,完成“数据导出与删除”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-144,乐趣宝,PC与移动H5,3,PAGE-135,退订与迁移,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-145,乐趣宝,PC与移动H5,4,PAGE-144,退订处理,/bao/page-145,按页面权限,完成“退订处理”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-146,乐趣宝,PC与移动H5,2,,平台控制台,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-147,乐趣宝,PC与移动H5,3,PAGE-146,商户运营,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
PAGE-148,乐趣宝,PC与移动H5,4,PAGE-147,商户列表,/bao/page-148,按页面权限,完成“商户列表”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,搜索;筛选;打开详情,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-149,乐趣宝,PC与移动H5,4,PAGE-147,异常中心,/bao/page-149,总部授权角色,完成“异常中心”相关的查看、处理与异常恢复,标题;筛选与搜索;内容区;状态反馈;主要操作;帮助与审计入口,查看;编辑或处理;确认;返回,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,tenant;permission;business,P0,主任务可完成;异常可恢复;权限不越界;关键操作有反馈;事件已埋点,true
PAGE-150,乐趣宝,PC与移动H5,3,PAGE-146,套餐计费,,按子页面权限,承载下级页面和统一导航,导航;分组;权限提示,进入下级页面,默认;加载中;空数据;局部错误;无权限;停用;成功;可恢复失败,,P0,导航、路由和权限正确,false
